Customer,location,Review
aczoya,"New Delhi, India",There is no use in writing to Makemytrip.com -they will not refund our money.Only way is to come ahead and get stop this website from doing business in India. I have logged petion against this website. Pl join hand in signing petition in below link:indianvoice.org/makemytrip-com-totally-a-fra…
aczoya,"New Delhi, India","There is no use in writing to Makemytrip.com -they will not refund our money.Only way is to come ahead and get stop this website from doing business in India. I have logged petion against this website. Pl join hand in signing petition in below link:indianvoice.org/makemytrip-com-totally-a-fra…1) Booking Unsuccessful for ID - NF2201949921406The booking has been Failed/unsuccessful on 2nd March-15 -Amount Rs. 10004-00 has been deducted from my HDFC account but no airline ticket received as it was showing “booking unsuccessful”The amount still not refunded. The booking was tried to done on 2nd March-15. I tried to book flight from Pune to New Delhi on 2nd March-15 from makemytrip.com. The amount was deducted from my HDFC account to makemytrip account, but no booking was done. The amount is still not paid by makemytrip.com and I am struggling to get back the amount. Verbally talked daily –written Complaint submitted on 5th March-15, ref. no. 150305-027075 (makemytrip record says –refund should reflect in my account up to 4th March ) –still not got any refund .Talked on 7th March-15 with Mr. Deepak at 1651 hrs –as per him activation done on 6th March-15 and will take 2-3 days.Talked on 10th March with Mr. Rajpal at 1710 hrs –answer is wait for 4 working days and He is saying that no initiation has been done for refund (MMT team will contact but do not know when) .The screen shot for concerned booking says –Makemytrip.com has initiated refund and it will reflect till 4th march –but still no refund obtained.2) Reference ID: [150302-044775] BaggageBooking id: NF2201949921920 -paid extra baggage charge to indigo airline in spite of extra baggage booking at makemytrip.com and amount paid to makemytrip.comThe booking was done on 2nd March-15 for flight from Pune to New Delhi by Indigo.I have paid to makemytrip.com Rs. 3750-0 extra for my extra 30 kg baggage, but when I reached indigo counter –they said they did not have any ref. and amount for 30 kg has to pay as it is not reflecting booking done by makemytrip.com- I tried to contact customer care of makemytrip.com and the person which attended the call said-pay to indigo and they will refund the whole amount .I have to pay Rs. 6500-00 to indigo with receipt no. =0312458006 dated 2nd March -15 along with Rs. 3750-00 paid to makemytrip.com. Still struggling with makemytrip.com to get back my money. Rs. 6500-00 to be refunded back (complaint id 150302-044775 created on 2nd March-15-still unresolved –indigo receipt already sent-daily follow up with makemytrip.com)Talked on 10th March with Mr. Rajpal at 1710 hrs –answer is wait for 7 working days more .Mr. Rizwan is giving time till 27th March, Geeta Gajani Madam is giving time of 26th March .Every person is giving it’s own time"
aczoya,"New Delhi, India","1) Booking Unsuccessful for ID - NF2201949921406The booking has been Failed/unsuccessful on 2nd March-15 -Amount Rs. 10004-00 has been deducted from my HDFC account but no airline ticket received as it was showing “booking unsuccessful”The amount still not refunded. The booking was tried to done on 2nd March-15. I tried to book flight from Pune to New Delhi on 2nd March-15 from makemytrip.com. The amount was deducted from my HDFC account to makemytrip account, but no booking was done. The amount is still not paid by makemytrip.com and I am struggling to get back the amount. Verbally talked daily –written Complaint submitted on 5th March-15, ref. no. 150305-027075 (makemytrip record says –refund should reflect in my account up to 4th March ) –still not got any refund .Talked on 7th March-15 with Mr. Deepak at 1651 hrs –as per him activation done on 6th March-15 and will take 2-3 days.Talked on 10th March with Mr. Rajpal at 1710 hrs –answer is wait for 4 working days and He is saying that no initiation has been done for refund (MMT team will contact but do not know when) .The screen shot for concerned booking says –Makemytrip.com has initiated refund and it will reflect till 4th march –but still no refund obtained.2) Reference ID: [150302-044775] BaggageBooking id: NF2201949921920 -paid extra baggage charge to indigo airline in spite of extra baggage booking at makemytrip.com and amount paid to makemytrip.comThe booking was done on 2nd March-15 for flight from Pune to New Delhi by Indigo.I have paid to makemytrip.com Rs. 3750-0 extra for my extra 30 kg baggage, but when I reached indigo counter –they said they did not have any ref. and amount for 30 kg has to pay as it is not reflecting booking done by makemytrip.com- I tried to contact customer care of makemytrip.com and the person which attended the call said-pay to indigo and they will refund the whole amount .I have to pay Rs. 6500-00 to indigo with receipt no. =0312458006 dated 2nd March -15 along with Rs. 3750-00 paid to makemytrip.com. Still struggling with makemytrip.com to get back my money. Rs. 6500-00 to be refunded back (complaint id 150302-044775 created on 2nd March-15-still unresolved –indigo receipt already sent-daily follow up with makemytrip.com)Talked on 10th March with Mr. Rajpal at 1710 hrs –answer is wait for 7 working days more .Mr. Rizwan is giving time till 27th March, Geeta Gajani Madam is giving time of 26th March .Every person is giving it’s own time"
nand0509,"Ranchi, India","Customer support at makemytrip.com is pathetic to be modest.Couple of years back I had cancelled an air ticket booked by this company. I am yet to get a refund ,I was entitled to. I don't intend to follow up.  I had decided not to seek the services of this company in future. I stuck to my decision for years.However I booked an international return ticket recently, a decision I regret,for when I contacted customer support through phone and e mail for a minor correction in my e ticket I was assured a response within 24 to 48 hrs. I am yet to get one. I would never advise to engage this company.N K Jha I am yet get one.Customer support at makemytrip.com is pathetic to be modest.Couple of years back I had cancelled an air ticket booked by this company. I am yet to get a refund ,I was entitled to. I don't intend to follow up.  I had decided not to seek the services of this company in future. I stuck to my decision for years.However I booked an international return ticket recently, a decision I regret,for when I contacted customer support through phone and e mail for a minor correction in my e ticket I was assured a response within 24 to 48 hrs. I am yet to get one. I would never advise to engage this company.N K Jha I am yet get one."
rohit989,"Raipur, India","Make my trip is a worst website. Worst Service . and most of all very very very rude behaviour of their executives. When u want to book a package, they behave very nicely, and after that they behave as if they are ur boss. I booked a package to kashmir, but was very much dissatisfied.WUD NEVER RECOMMEND TO ANYONE !!!!!!!!!!!!!!!Make my trip is a worst website. Worst Service . and most of all very very very rude behaviour of their executives. When u want to book a package, they behave very nicely, and after that they behave as if they are ur boss. I booked a package to kashmir, but was very much dissatisfied.WUD NEVER RECOMMEND TO ANYONE !!!!!!!!!!!!!!!"
sidu,Bombay,"I have faced the same problem with this company twice so far. The agents at makemytrip.com have a habit of misguiding you regarding luggage allowances / meal options and they end up overcharging you. After making the payment they expect you to furnish an invoice from the airline which is ridiculous since you have made the payment to MMT and not the airline. Airline will refuse to give you an invoice stating that the e-tkt has the fare break-up. Thereafter they will promise action in 24/48/72 hours and if you are lucky, you'll have to follow-up only about 10 times!! Therafter, they will take 5 working days to give you a refund. So you end up spending more than 4-5 hours of calling, atleast 4 e-mails and a whole lot of stress! So I'd suggest all to avoid www.makemytrip.com and make the booking for other web-sites mentioned in the posts above."
liquidcool,Dublin,"Hi,  Has anyone used this website before? They are asking me to send them a scanned copy of my credit card even though they have already taken payment for the tickets. Seems dodgy. Any thoughts? Hi,  Has anyone used this website before? They are asking me to send them a scanned copy of my credit card even though they have already taken payment for the tickets. Seems dodgy. Any thoughts? "
meshari a,"Wilmington, Delaware","it is the worst travel agency I've ever used, speaking of dishonesty, makemytrip is the perfect example,it is the worst travel agency I've ever used, speaking of dishonesty, makemytrip is the perfect example,"
ManojKarkhanis,"Mumbai, India","Be very careful while booking through makemytrip.comSeveral people have faced issues - overcharge, wrong dates, no refund...Check out what has been written about them on:-consumeraffairs.com/travel/makemytrip.htmlI too have not received my refund even after following up for more than 35 days. Their customer care is just a farce and they keep giving excuses for not paying you.Be very careful while booking through makemytrip.comSeveral people have faced issues - overcharge, wrong dates, no refund...Check out what has been written about them on:-consumeraffairs.com/travel/makemytrip.htmlI too have not received my refund even after following up for more than 35 days. Their customer care is just a farce and they keep giving excuses for not paying you."
piyush711,"Mumbai, India","I was planning a vacation with family and it was almost at the last moment I was making flight bookings through MakeMyTrip at about 2 at night. There were in all 3 tickets which I wanted to book and I though of making the booking one by one. First I booked the ticket in my name, Second I booked the ticket in my Wifes name. But to my surprise when I saw the ticket copy over my email immediately after booking, it was shown my name in the name of passenger. Just at the same time when I was making the 3rd booking in my sons name and just before payment the website gave me an alert saying I already have the booking in the same name, and then I realised that such alert never popped up when I was making the 2nd booking, and because of some technical error it was again and again selecting the same name for booking inspite of me selecting different name.Immediately when I called up the customer care, on listening to my issue they replied we cannot do any thing at the moment and you need to book a fresh ticket and cancel this ticket. Also the refund that I was eligible on this ticket was only about Rs.780 and around Rs. 10500 will get deducted as cancellation charges of airlines and makemytrip.If the customer service guy wanted they could have easily resolved the said issue and this 10500 could have been saved, but no was interested in resolving.Since that day onwards till date I have been writing emailed to them and requesting them to call me and understand what and how things went wrong, but till date no one is bothered to give me a call back and just refused to refund my full amount, inspite of the fact that the wrong booking happened because of technical ERROR IN THE WEBSITE.This kind of attitude of a Travel Portal clearly shows that they are just not bothered about what customer has to go through.They are just not interested in even taking an effort to resolve customer issues as they know customer will not do any thing wrong to them for such a small amount.I suggest everyone reading this should just stop using this website and every one known should also be told not to use this website.Also one every important thing I came to know is, when you book the flight tickets through this website you don't get full milage point and it is almost like 50% of what you would get if you book through direct website of the airlines."
Suni A,,The same has happened to me. It's been two months..what should I do? How to take legal action?The same has happened to me. It's been two months..what should I do? How to take legal action?
Traveler_Arpit,"Jaipur, India",File a case in the consumer Forum. In today's Danik Bhaskir (Jaipur Version) there is a news that Consumer forum has charged 4 lacs to MMT for cheating and lack of services
PraxMehta,"New Delhi, India","Did 3 hotel bookings with make my trip on 27th June 2015 at 11 am for Hotel Ranikhet Grand.When guest reached the hotel guest were told that hotel received only 1 confirmation so they cant give 3 rooms despite showing the Confirmation code.Guest asked for refund.Hotel said that you should talk to Make my trip as you are required to fill a form for cancellation and refund.I called Make my trip back and they in turn put me on hold for 45 mins and said they could not do any think about it and could not refund.Guest did not get the room for which they have done the payment, they have to struggle for room in Ranikhet as it's a peak season moreover MakeMyTrip did not even care to refund the money.Their customer support staff Jyotika was too rude to talk.Despite putting me on hold for 45 mins she did not refund the money which is a loss from every side for me.Avoid using this pathetic site."
Vandanamandeep,,This company is most unreliable so be ware however you should have not hired them they dont bothor about their clients after taking advance and make false averements for bookingThis company is most unreliable so be ware however you should have not hired them they dont bothor about their clients after taking advance and make false averements for booking
Vandanamandeep,,This company is most unreliable so be ware however you should have not hired them they dont bothor about their clients after taking advance and make false averements for bookingThis company is most unreliable so be ware however you should have not hired them they dont bothor about their clients after taking advance and make false averements for booking
Rajesh R,,"hi, makemy trip is very very bad in terms of refund , they ll really pathetic customer care....so think before booking...hi, makemy trip is very very bad in terms of refund , they ll really pathetic customer care....so think before booking..."
liquidcool,Dublin,"Hi,  Has anyone used this website before? They are asking me to send them a scanned copy of my credit card even though they have already taken payment for the tickets. Seems dodgy. Any thoughts? Hi,  Has anyone used this website before? They are asking me to send them a scanned copy of my credit card even though they have already taken payment for the tickets. Seems dodgy. Any thoughts? "
Rajesh R,,"Customer By (RAJESH RAJNISH) (12/06/2015 05.59 PM)hi, this is Rajesh Kumar Rajnish, booked a holiday package in may for Kerala from 17th may to 23rd may. Booking ID IN1502B8S015676. all payment for the trip was made through online transaction.my problem is that when i was paying for last installment of Rs.4631, two times transaction got failed and 3rd time it was successful (on 6th May and 7th May ). for the same amount my account was debited for the three times. but till now my account did not get credited by the excess (two times of Rs.4631). this i came to know yesterday when i got my passbook updated. on calling customer care i have been told that there is excess payment.... may i know where the excess amount debited from my account gone which was debited in the name of Make Mytrip.kindly reply. if u want i can show u my SBI bank statement from which payment was made.when makemy trip is going to wake up and going give a solution to my refund."
Rajesh R,,"this i mailed them on 12th june but till now no solution....Customer By (RAJESH RAJNISH) (12/06/2015 05.59 PM)hi, this is Rajesh Kumar Rajnish, booked a holiday package in may for Kerala from 17th may to 23rd may. Booking ID IN1502B8S015676. all payment for the trip was made through online transaction.my problem is that when i was paying for last installment of Rs.4631, two times transaction got failed and 3rd time it was successful (on 6th May and 7th May ). for the same amount my account was debited for the three times. but till now my account did not get credited by the excess (two times of Rs.4631). this i came to know yesterday when i got my passbook updated. on calling customer care i have been told that there is excess payment.... may i know where the excess amount debited from my account gone which was debited in the name of Make Mytrip.kindly reply. if u want i can show u my SBI bank statement from which payment was made.so think many times before booking... really very bad service...."
Effaa41,"Chennai, India","HI thereI had recently booked my return ticket from Chennai to Manilla through make my trip...Due to change in the business plan there I wanted to change the booking and it was the mosthorrifying and bad experience I have ever had through any online booking.My return was booked in 19th July 2015 from manila to chennai and I wanted to change it to the 14 th or 15 th of July.The online system in make my trip does not allow travellers to modify online and expects the customer to call an Indian call centre no that is not toll free for international callers. So called the customer care 16 times and every time I was put on hold for an average of 8 minutes and then it would either get disconnected or they would say server is down and asked me to call after 2 hours..The longest was 28 minutes with the executive saying he would like to verify so many thigns and would take 5 to 6 minutes every time..... The local time there was after 1 AM.. Please bear in mind all were international ISD calls.They said they have made changes and none of the call centre executives told me that I have to call them using an ISD call as my registered Idian number was different and pay the fare difference payment at the same time the ISD call is being made.. So inspite of calling so many times and wasting 200 USD only for ISD calls the change was not affected. Finally the 16 th call I made was fruitful as it was that customer care guy who told me that I cannot make any changes or make online payment through mobile phone and I must have a desk top system and also be connected over phone parallely ..... Travelled half an hour in the middle of the night in manilla to find a browsing centre and called this guy and made the extra payment to effect the date change. The fare difference was about Rs 16000 and the money spent on calls was more than Rs 13000 and ended up spending close to rs 30000 to change a Rs 29000 malaysian arilines ticket. I throught of contacting the local malaysian arilines office and I was advised by make my trip staff not to do so as I would incur a charge of 1000 USD if I were to go directly and make the change as make my trip has better negotiated rates....Later I found out that I was foolish to have taken that verbatim as the charges with the airlines were almost the same.......Make my trip should give priority queue for Indian customers making an ISD call from outside India and the executives must give a proper reply so that people dont waste money.Would have avoided all this had I booked directly with Air asia or malaysin airlines and it would have worked out much cheaper an easier as most of these airlines have a local office and would have been easier to have changed it in person there.Well I have clearly learnt that business travellers who might have change in itenary should never book through sites like make my trip.com to have piece of mind and save expenses.....Would certainly like to post this message on all travel forums, trip advisor and blog sites so that Indian people understand the real problems associated with make my trip.Thanks and regardsEffaa"
Ajit Pal s,,Do not even think of buying international tickets from them. They are horrible and unethical people with worst customer service. They ripped me off by giving misleading information before buying tickets.Do not even think of buying international tickets from them. They are horrible and unethical people with worst customer service. They ripped me off by giving misleading information before buying tickets.
Ajit Pal s,,Never. They are horrible. go to consumer affairs.Never. They are horrible. go to consumer affairs.
Ajit Pal s,,"This is a fraud company with unprofessional and unethical people working for it. I wanted to change the flight therefore asked them if the ticket can be refunded and cancelled. Their team member, said that he could cancel the ticket and process the refund of INR60,000. I asked him to go ahead. After five minutes he sent me the below message""Abujam Sanjoy Singh <Abujam.Singh@makemytrip.com, Jul 9 (8 days ago)Dear Customer,Your ticket is cancelled but according to fare rule your ticket is non refundable for one passengerReally apologise for the inconvinience.""They cancelled my ticket and refunded only INR 5000 which is nowhere near INR60,000. Booking ID IN1505B1S185190,"
Rockyvizsahil,,www.makemytrip.comwww.yatra.comwww.mybudgettravels.orgwww.travinfoindia.comall these company are very known for providing online travel services and due to large scale of fraud cases they accept international credit card with care....some of these companies even don't accepting..www.makemytrip.comwww.yatra.comwww.mybudgettravels.orgwww.travinfoindia.comall these company are very known for providing online travel services and due to large scale of fraud cases they accept international credit card with care....some of these companies even don't accepting..
Smita D,,"I had booked my tickets from Jaipur to Guwahati via Delhi and the return tickets too via Make My Trip (MMT) on 31-Aug-2015. There were two bookings for each trip amounting to a total of Rs. 17509 (Rs. 9779 and Rs. 7730 for the respective trips).On the home page of MMT, when I looked for the e-tickets, I found that the amount of my return trip was shown as only Rs. 2100 instead of Rs. 7730. I had contacted the concerned airline who had clarified what the correct amount was and had sent me the correct break-down of the fare and the receipts for each sector of the booking. When I expected the same from MMT, the Executive ARCHIT KAJLA shared a mere Word Document with the amount mentioned. I believe this can be easily done by anyone! It did not even have the electronic sign of MMT. Another Executive SUCHETA VERMA had sent a PDF on my request but this too did not seem authentic. The amount was never updated in the portal. They said that they could not update it due to a technical glitch!This would have its consequences later.1. I could not get the Reward Points that I should be entitled to concerning the amount of money that I had booked the tickets for.2. I could not cancel my tickets as the refund amount was much less than the actual amount.I had made several calls to MMT to get the amount updated but nothing was done for it. Even the mails addressed to the top management were not answered. I raised a complaint too along with copies of my bank statement and the receipts shared by the concerned airline. But no reason or proof could survive against the ‘TECHNICAL GLITCH’ of MMT!I had called MMT expecting that they would be able to rectify the issue.1. Call 1 (Executive – RAHUL) on 03-Sep-2015I had a conversation with RAHUL regarding the same issue. He said that he could provide me the invoice for my booking. I mentioned that I already had several copies of the invoice both from the airline and MMT. I wanted it to be updated in the portal. When he could not provide an acceptable solution, I wanted to cancel the booking. He said either of the sectors are non-refundable although I had confirmed from the airline earlier that the booking was refundable, which I had also noted at the time of booking.He was not able to sort any of the issues which I had raised. I wanted him to connect me to the FLOOR SUPERVISOR. He was so concerned about his performance being poor that he kept my call on MUTE instead of HOLD for several minutes. When he connected back, he mentioned that his FLOOR SUPERVISOR was busy and would arrange for a call back. When my emails were not answered to, how could I expect that a call back would be arranged? I said that I would wait for any length of time required but I wanted to communicate to the FLOOR SUPERVISOR the same day instead of waiting for the call back. I also requested him to keep the call on HOLD instead of MUTE. He kept the call on HOLD this time until he connected again saying that his FLOOR SUPERVISOR was busy again. I agreed to wait again. This time he again kept the call on MUTE and DISCONNECTED within few seconds.2. Call 2 (Executive – GAURAV) on 03-Sep-2015I called again the same day. This time I got connected to GAURAV. I had to explain the entire scenario to him. But even he did not connect the call to the FLOOR SUPERVISOR quoting the same reason. He, too, followed the same protocol of MUTE-HOLD-MUTE until he disconnected the call.3. Call 3 (Executive – MONI MISHRA)Some days later, when I did not get any call or email from MMT regarding my concern, I called again. MONI MISHRA answered my queries satisfactorily and also clarified the correct amounts which I would get on cancellation. I went ahead with her suggestions and cancelled my tickets on 06-Sep-2015, expecting a refund would be made by 15-Sep-2015.I also called the concerned airline to verify the amount. They confirmed that the amounts were almost similar if not exactly the same. But upon cancellation, the refund amount for the second trip was only Rs. 788 when I had booked the tickets for Rs. 7730!I had raised a claim for the same to ensure that the correct amount is refunded. But the portal did not show any claim number by which I could track the status of the claim! Neither any Executive provided me the claim number on call. I called once again for this.4. Call 4 (Executive – CHANCHAL SHARMA) on 08-Sep-2015CHANCHAL SHARMA accepted that the amount which I have claimed would be refunded to me within 8 working days (5 working days for MMT and 3 working days for the Bank). I accepted the same and ended the call.There was no response from MMT either through email, message or call regarding the refund till 15-Sep-2015. When the refund was not processed with the time promised to me, I called the Bank. They mentioned that they have not received any transfer from MMT. I called the airline again but they mentioned that they had already transferred the amount to MMT on the same day when I had cancelled the tickets!Now, I had to ask MMT for the delay. On the same day, I had called again.5. Call 5 (Executive - LALIT) on 15-Sep-2015LALIT answered me his time. I had to explain the whole scenario to him who assured that the refund would be done by 18-Sep-2015. When I asked LALIT about the delay, he said that he does not know why the refund had not been transferred!! Then he added the omnipresent reason of TECHNICAL GLITCH behind the delay! I now believe that MMT does not employ technically-sound professionals to solve the perennial TECHNICAL GLITCH! I rated LALIT 1 on a scale of 4.Yet again, the refund was not made on 19-Sep-2015 as expected. I had to contact MMT.6. Call 6 (Exucutive - SUSHOBHIT) on 19-Sep-2015The Executive named SUSHOBHIT said that the refund is initiated by not yet transferred to my account due to some TECHNICAL GLITCH. He asked me to wait for four more working days during which my claim would be reviewed and refunded by 22-Sep-2015. He assured that the issue will be completely solved by 22-Sep-2015 without fail! SUSHOBHIT also mentioned that he would raise my concern under HIGH PRIORITY to his superiors so that the refund is processed at the earliest. When I asked him to send an email confirming all the conversation that we had, he simply denied that he could not do so. On asking about contacting him on the same issue, he provided me his extension number on which I could contact him. I had none of my queries resolved, so I rated him 1 on a scale of 4.Having received no communication or refund from MMT, I contacted them again on 22-Sep-2015. I tried to connect to the extension number that SUSHOBHIT had provided me earlier. But as expected after all the encounters with MMT, the extension number turned out to be invalid!! I called again.7. Call 7 (Executive - ALOK) on 22-Sep-2015ALOK was on call this time. As expected and known, he again asked me to wait till 26-Sep-2015 to get all the refunds transferred. He also made the revelation that SUSHOBHIT had never raised my concern as a HIGH PRIORITY. He had not raised any complaint at all. Moreover, he had mentioned the waiting time as seven working days whereas; he had mentioned four to me. I believe that ALOK raised the concern to his superiors and assured that the refund would be done by 26-Sep-2015.On the same evening I got a call from MMT asking me to clarify why I had rated their esteemed Executive 1 out of a scale of 4. MMT could never arrange a call back in spite of assuring me that they would contact me for solving my concerns but they could undoubtedly contact me asking for my clarification. I assume that my explanation had convinced them. Had a 0 been available on the scale, I would have rated a 0 instead of rating him even a 1! The 0 is not only for the agent but for the entire management of MMT.After waiting for 3 weeks instead of only 1 and going through the ordeal without having the refund yet, I am more than convinced now of the promises that MMT makes to the customers are only for their own benefit!Does MMT have no mechanism in place to keep a track of all the pending requests and solve them on time?Does MMT have no SLA to follow or any management to guide them?Does the Floor Manager never train the Executives on how to talk with customers, forget about solving their problems? The MUTE-HOLD-MUTE-DISCONNECT policy is never noted by them?Does the Quality Management team never monitor the calls that are being handled?And don’t forget to honour the Technical Team who can neither find the reason behind nor solve the eternal technical glitch!!I now doubt how do they proclaim themselves to be India’s No 1 Travel Site?From Smitamesmita95@gmail.com"
Traveler_Arpit,"Jaipur, India","Thanks for sharing there experiences, it is helpful for other fellow travelersThanks for sharing there experiences, it is helpful for other fellow travelers"
deps r,"Sydney, Australia","They are the worst booking site I have come across!!!None of the sales representative have an iota of idea as what they are doing.Once you have paid them....don't expect any service after that.I wanted to change date for one of the legs of my trip.Number of emails ,chat sessions and phone calls would probably create a world record....and guess what. still it could not be done!!!!!I first and last time ....they are ruinmytrip !!!They are the worst booking site I have come across!!!None of the sales representative have an iota of idea as what they are doing.Once you have paid them....don't expect any service after that.I wanted to change date for one of the legs of my trip.Number of emails ,chat sessions and phone calls would probably create a world record....and guess what. still it could not be done!!!!!I first and last time ....they are ruinmytrip !!!"
liquidcool,Dublin,"Hi,  Has anyone used this website before? They are asking me to send them a scanned copy of my credit card even though they have already taken payment for the tickets. Seems dodgy. Any thoughts? Hi,  Has anyone used this website before? They are asking me to send them a scanned copy of my credit card even though they have already taken payment for the tickets. Seems dodgy. Any thoughts? "
Abhinav G,,I have a similar experience with makemytrip.com. They are not refunding my money. I truly regret the decision of booking an international ticket with them. Please advice if you have taken legal action against them and if you can guide me through the process.Please let me know.Thank you.I have a similar experience with makemytrip.com. They are not refunding my money. I truly regret the decision of booking an international ticket with them. Please advice if you have taken legal action against them and if you can guide me through the process.Please let me know.Thank you.
C_1970,"New Delhi, India",They have the worst customer service you can imagine. It's a bunch of uneducated people who answer your call and that is if you are able to reach them in the first place. It is impossible to reach the same person if you are trying to follow up on an issue. They will give you their extension number. However when you try to dial it - the message you get is that the extension number does not exist. You can try it for any extension number and you get the same message. However the customer service agents have no shame in sharing their extension number and the same applies for people at higher levels. This would have amounted to cheating if they were in a western country.In case you are looking for a refund you are completely at their mercy. They have no problem by passing their set time limits for the refund. It took me almost a month and tens of phone calls to get mine. I had to finally threaten with a consumer court complaint before they processed it.Do not go to them if you are looking for a professional service. They take the money in advance in most cases and their system is designed in such a way that you can not do much if they do not meet their commitment. So guys it is not about a deal they give you. If you are looking for peace of mind do not deal with them.They have the worst customer service you can imagine. It's a bunch of uneducated people who answer your call and that is if you are able to reach them in the first place. It is impossible to reach the same person if you are trying to follow up on an issue. They will give you their extension number. However when you try to dial it - the message you get is that the extension number does not exist. You can try it for any extension number and you get the same message. However the customer service agents have no shame in sharing their extension number and the same applies for people at higher levels. This would have amounted to cheating if they were in a western country.In case you are looking for a refund you are completely at their mercy. They have no problem by passing their set time limits for the refund. It took me almost a month and tens of phone calls to get mine. I had to finally threaten with a consumer court complaint before they processed it.Do not go to them if you are looking for a professional service. They take the money in advance in most cases and their system is designed in such a way that you can not do much if they do not meet their commitment. So guys it is not about a deal they give you. If you are looking for peace of mind do not deal with them.
C_1970,"New Delhi, India",Your first step has to be to write an email informing them you will go to consumer court. Keep escalating the issue on their website. It may help. they have poor coordination in the refund and accounts department because of which things get delayed. If you have time and the amount is large go to their office in person with as mAny people as you can. In the end this is the thing that works in this country.Your first step has to be to write an email informing them you will go to consumer court. Keep escalating the issue on their website. It may help. they have poor coordination in the refund and accounts department because of which things get delayed. If you have time and the amount is large go to their office in person with as mAny people as you can. In the end this is the thing that works in this country.
Caleb S,San Diego...,"Makemytrip has got to be one of the worst travel companies on the planet. Planning your trip initially is fine, giving them money is the most convenient thing to do, but as soon as you want to change something suddenly they become incapacitated. Their customer service is terrible and is unhelpful with the simplest of matters. Right now I am trying to change my booking dates and out of the ten people i have talked to nobody is able to help.Makemytrip has got to be one of the worst travel companies on the planet. Planning your trip initially is fine, giving them money is the most convenient thing to do, but as soon as you want to change something suddenly they become incapacitated. Their customer service is terrible and is unhelpful with the simplest of matters. Right now I am trying to change my booking dates and out of the ten people i have talked to nobody is able to help."
tinabubbly,"Mumbai, India",guys how to go for a trip alone with completely new peoplePLZZZZZZZZZZZZZZZZZZ rplyguys how to go for a trip alone with completely new peoplePLZZZZZZZZZZZZZZZZZZ rply
ruchitk,"Mumbai, India",Worst customer care service and management response they simply ignore customer when they know it's their fault they simply make faulty commitments and have unqualified customer care staff who don't even know how to handle customers Makemytrip doesn't care for customer complaints having a terrible experience raised a complaint on 23rd December 2015 till date it has not been resolved 14th January 2016 it has reached the management but they also are ignorant to itWorst customer care service and management response they simply ignore customer when they know it's their fault they simply make faulty commitments and have unqualified customer care staff who don't even know how to handle customers Makemytrip doesn't care for customer complaints having a terrible experience raised a complaint on 23rd December 2015 till date it has not been resolved 14th January 2016 it has reached the management but they also are ignorant to it
SunjayJK,Gurugram (Gurgaon...,"Two recent cases of Consumer Courts forcing MakeMyTrip to Refund customers (with interest PLUS compensation for time ~ effort invested and mental harassment) Normally, cases in Consumer Courts, unlike reg Indian Courts take only a few weeks to months to Judgements, But in these cases took 3 and 4 Years!! I assume this was so, as the Huge Co used its Team of Lawyers to sadly, unfairly drag on the cases, trying to avoid setting a precedent :( If so, very disappointed by Deep's conduct hindustantimes.com/gurgaon/online-travel-fir… = http://bit.ly/20aTqTq …indiatimes.com/city/…50651650.cms = http://bit.ly/1PjoNpLIndian (quite efficient) Consumer Courts: http://ncdrc.nic.in/ Forums: http://www.consumercourt.in/ Helpline: http://core.nic.in/Two recent cases of Consumer Courts forcing MakeMyTrip to Refund customers (with interest PLUS compensation for time ~ effort invested and mental harassment) Normally, cases in Consumer Courts, unlike reg Indian Courts take only a few weeks to months to Judgements, But in these cases took 3 and 4 Years!! I assume this was so, as the Huge Co used its Team of Lawyers to sadly, unfairly drag on the cases, trying to avoid setting a precedent :( If so, very disappointed by Deep's conduct hindustantimes.com/gurgaon/online-travel-fir… = http://bit.ly/20aTqTq …indiatimes.com/city/…50651650.cms = http://bit.ly/1PjoNpLIndian (quite efficient) Consumer Courts: http://ncdrc.nic.in/ Forums: http://www.consumercourt.in/ Helpline: http://core.nic.in/"
Gopal0512,India,OFFERS AND DISCOUNTS ON MAKEMYTRIP APP ARE ALL FAKE. I'll never use this website / APP again and strongly discourage my friends.OFFERS AND DISCOUNTS ON MAKEMYTRIP APP ARE ALL FAKE. I'll never use this website / APP again and strongly discourage my friends.
liquidcool,Dublin,"Hi,  Has anyone used this website before? They are asking me to send them a scanned copy of my credit card even though they have already taken payment for the tickets. Seems dodgy. Any thoughts? Hi,  Has anyone used this website before? They are asking me to send them a scanned copy of my credit card even though they have already taken payment for the tickets. Seems dodgy. Any thoughts? "
jananiparthiban,,Had a very bad experience with u recently. Am so upset that we had booked with u as our holiday was spoiled at the end because of your mistake. To book again wid u is something tat is questionable...Had a very bad experience with u recently. Am so upset that we had booked with u as our holiday was spoiled at the end because of your mistake. To book again wid u is something tat is questionable...
indiagirls,,I am honestly disgusted with this company. We booked a flight and were not aware until the day before the flight that we needed a traveler's visa for it. It took over 5 days and 48 phone calls for us to even begin to solve our issue. We will never use this company every again and we regret ever usung this company in the first place.
indiagirls,,I am honestly disgusted with this company. We booked a flight and were not aware until the day before the flight that we needed a traveler's visa for it. It took over 5 days and 48 phone calls for us to even begin to solve our issue. We will never use this company every again and we regret ever usung this company in the first place.
vipgarg,"Columbus, Ohio","Agree, a bunch of monkeys are running this ""company""!Agree, a bunch of monkeys are running this ""company""!"
