Customer,Date,Review
"Vrithamani of Aurora, CO"," Sept. 2, 2015","I made some airline reservations (by Indigo Air) using MakeMyTrip.com's mobile app. The total they charged me was about Rs 10900 (11400-500 discount). I trusted MakeMyTrip to give me the best NETT out of pocket cost. However, I tried booking for a different couple by the SAME flights on the SAME dates DIRECTLY with Indigo Airlines. I was surprised to see that Indigo Air charged me Rs 10368, more than Rs 500 LESS than MakeMyTrip's DISCOUNTED price!! When I checked with MakeMyTrip, they wrote that they charged me Rs 800 as a CONVENIENCE fee for putting me in a very big INCONVENIENCE. My advice to all the people is to AVOID MakeMyTrip, whose only intent is to cheat and rip off people."
"pri of Singapore, Other"," Aug. 31, 2015","I just completed my travel made car rental booking with MakeMyTrip from 7-10 August 2015 from Delhi-Agra-Mussoorie-Delhi four months in advance, very well planned and well did homework. I was initially contacted by Dilasini an agent from MakeMyTrip for my whole itinerary. Lucky I booked my own accommodation. Reference IS: **. MakeMyTrip was so caring until you make your payment. Once your payment is done, you're dead forever. This agent prepared a itinerary on Friday to visit Agra. I asked her to change itinerary as Agra and most shops will be closed on Fridays. Advised her to add Dhaunalti to itinerary. She repeatedly told me that she's waiting for the technical team to update her. She prolonged this until a week before our travel, then suddenly she is informing ""Your bookings are transferred to my manager Mahesh **."" "
"jay of West Drayton, Other"," Aug. 28, 2015","I bought tickets from MakeMyTrip mobile app from London. At the time of booking my flight details were 17.40, apparently app-generated message -- ""Sorry, we can't process your booking due to technical issues,"" and after 10 mins I received confirmation of my tickets for different flight late in the evening for 22.30. I have been complaining for this over a month now. All these days, ask me wait for few days or hang up the phone. I got all the records of their emails. Last email on 21st August. Wait for 3 days, we sort. It's been 28th August. I called again. Results same -- phone got hung up again. Guys, I warn you not to buy any of your travel plans by MakeMyTrip if you are living abroad. Staff is very rude and unhelpful."
"Maqsood of Mumbai , Other"," Aug. 15, 2015",I made booking online on 15th August for 30 Aug Mumbai-Jaipur-Mumbai. Booking ID is **. For my return Jaipur - Mumbai also I selected 30th August. I don't know what went wrong after making payment I got confirmation of return 1st September which was wrong.
"Pratyay of El Cerrito, CA"," Aug. 15, 2015","I booked a United Air flight between SFO and CCU (via HKG). Suddenly, within 1 day of the booking, the next morning I found 20 missed calls from an Indian number. Also someone from MakeMyTrip wrote to me (email) that my flight has been rescheduled and an option in Cathay Pacific has been offered by the airlines. Then I replies it is not possible for me to book Cathay Pacific as in that case I won't get reimbursed as that requires an US carrier. Then this guy called me and started to give me numerous options which are much more expensive than what I booked. I then asked him to cancel my flight."
"Suvendu of Chinsurah, Other"," Aug. 10, 2015","I wanted to reschedule a booking from MakeMyTrip from Delhi to Helsinki. While discussing the issue, I asked the representative to book a flight on Qatar Airways that was charging 34000 Rs. He showed some vague reasons not to book that flight. I gave every details of that flight. He was telling me that he could not find that flight description in his computer. I could not explain how that kind of misunderstanding could have happened."
"rena of New Delhi, Other"," Aug. 9, 2015","Hi, this is regarding an extremely awful and dissatisfying service provided by MakeMyTrip. My husband had booked flight tickets through them and I don't know by some error the ticket dates got switched. We had booked tickets from Delhi to Goa on 4th of Sept and Goa to Delhi for the 7th of Sept but somehow the dates got switched and it became vice versa. We called MakeMyTrip so many times to fix that however they were not really helpful at all. They were not concerned about our issue. "
"keshari of Ghaziabad, Other"," Aug. 5, 2015","Booked a Singapore-Bali flight, there were four options. We had not selected any of the options, we proceeded with default timings of 9:20 am flight as per our convenience and hotel bookings and international tour plan. After getting tickets we got to know that flights were booked at timings of 12:15pm. Complained to Air Asia the very same day and they have told that there might be some technical error, ""we will get back to you,"" and they took 15 days to respond that it will be resolved via MakeMyTrip."
"David of Sydney, Other"," Aug. 5, 2015","On 8th May 2015 I booked a flight online from Mumbai to Kolkata in India. The flight was paid for by my Irish business account and the booking confirmation was emailed to me directly after along with the withdrawal of 8,734 Indian rupees (146.26 Euros). A little while later, I received an email indicating my booking had been cancelled and that I would receive a refund of 218 Indian rupees. I telephoned and was told I would receive a full refund which would take a few days to show up in my account. On the same day, the 8th May 2015, I rebooked a similar flight which I again paid 8,734 rupees for 'on top' of the previous 8,734 rupees previously paid for the flight that MakeMyTrip cancelled. I then received an emailed booking confirmation and the flight went ahead without problem."
"Masood of Unioncity, CA"," July 27, 2015","Was sending my family on vacation to India. Checked the online price and called MMT and talked to the agent and while talking the agent started pressuring to accept the itinerary. So accepted the agent suggestion and gave my CC to charge, while still on phone with the agent I told the agent that I do not want to continue with that. The agent mentioned that the ticket are already confirmed and he cannot revert it back and if I want I will have to call another department and cancel the ticket. I called the other department in good faith, they mentioned that cancellation fee for about $120. After much argument, a call to BBB, and stop payment from my credit card institution and lots of proactive action resulted in not getting charged."
"deepa of Pune, Other"," July 25, 2015",We booked for a hotel in Ulhasnagar India for 3 4th July through MakeMyTrip. In spite of getting a booking sms to our mobile they did not send any booking confirmation email to me or the hotel. After reaching there hotel indicated that there was no booking in our name. After following up are the confirmation mail was sent. Fortunate there was vacancy in the hotel hence we were accommodated. Otherwise we would have been on the road in the heavy rain. They assured us on call that we have made full payment but we had to pay extra for the taxes. They deducted rs 960 from my account but the hotel was paid rs 940.
"sunilgubbala of Visakhapatnam, Other"," July 24, 2015","Guys, Please be careful with these people. This website is a ripoff. They say the booking is confirmed and it will not reflect on your account. When you call them, there is no proper service to assist you. You will literally be in a helpless situation. Don't even trust these bastards. They are online frauds. I would prefer you all to book in IRCTC. Please don't get ripped off by these false websites. It's 100 times easy booking at a genuine websites. They also emptied my wallet and there is no account for it. They are saying they are unable to get details of my wallet."
"anusha of El Cerrito, CA"," July 21, 2015",Their Customer service is so unresponsive and all dumb people. I have been calling since a month to tell them that one of my flight has been cancelled and to reschedule me on other possible flights. In the first place they don't even know that there has been some change on the flight schedule. I got this information coz luckily I had a parallel booking on Yatra.com for the same flight.
"Neeraj of Dubai, Other"," July 21, 2015","I had booked tickets for my mother, my wife and myself for DXB - LKO flight on Air India Express for travel on 06-JUL-2015. The booking was done on 06-JUN-2015 and I did get the booking confirmation from MakeMyTrip. The payment was done using the credit card and it was a successful transaction. I made some more bookings for the domestic travel on the same day (06-JUN-2015) and I did get the booking confirmations and e-tickets for some. On 06-JUL-2015, I checked my mailbox and could not find the e-ticket for the DEL-LKO flight. "
"herwin of Chennai, IL"," July 16, 2015","I booked round trip tickets from Chennai to Singapore. I travelled from Chennai to Singapore. But after my stay in Singapore, 2 days before my travel to Chn, I called Indigo flight (Booked Indigo thru MakeMyTrip) to confirm my travel and I got to know that my tickets are cancelled by MakeMyTrip. I was shocked and called Customer care and raised this issue on 23rd June and received a vague reply from MakeMyTrip after 2 weeks that mistake is not on them..."
"Midsdifja of Memphis, TN"," July 14, 2015","I accidentally put the wrong date for a trip I would make in India. My wife realized the mistake immediately and we called about 5 minutes after I booked the flight. They refused to help me change the date. They said I must cancel and reschedule. The cost of the flight was 11,176 rupees, my refund amount was 1432. That mistake cost me 9744 rupees."
"Mayo of Gurgaon, Other"," July 9, 2015","I made a booking with Makemytrip on 10th June 15 for Turkish Airlines business class flight for 15th June 2015. But due to some problem I had to cancel the flight on 14th June 2015. At the time of cancellation I was informed by MMT executive that I would be getting the refund amount within 8 working days. After 20 days when I realized I didn't get the amount. I contacted MMT and I was totally rendered speechless. According to them, I never cancelled the booking but I am 100% sure I did. I had paid Rs. 128262 for this booking and I am not that stupid that after paying such a big amount, without even cancelling I will book another fresh ticket just after 2 days of cancellation. If I had not cancelled I could have always rescheduled the flight instead of booking a fresh ticket. Never ever using MMT service ever."
"Ramachandran of Chennai, Other"," July 8, 2015","I booked a ticket to Hongkong via MakeMyTrip on July 4th 2015. Unfortunately I post bond the ticket to 9th July and I got the e ticket for the same after several follow ups to MakeMyTrip team and I paid the penalty too. But when I been to the airport that airlines staffs said that my flight was on 4th of July itself and there was not a date change. But when I call to the customer care he said ""ok sorry sir. we'll book ticket one day later."" My complete plan was destroyed and my company is facing trouble because of not attending the important meeting."
"Amritha of Gulbarga, Other"," July 4, 2015","I booked a hotel at Goa called ""the Zuri white sands"". I read a lot of good review about it on make my trip about the hotel and the beach, but in reality when I went there, I was totally disappointed. The hotel claims to have one of the cleanest beaches in Goa, but they were letting the drain water into the sea right in front of the hotel. When we complained, nobody bothered doing anything about it, so we decided to cut down our fully paid stay from 4 nights to 2 nights and get a refund, to which the revenue manager did not agree and was extremely rude too! The hotel is no match to Leela and Taj Hotel standards but yet claims to be 5 star and even charge like that! It's a definite NO."
"PRAX of Delhi, Other"," June 27, 2015","Did 3 hotel bookings with MakeMyTrip on 27th June 2015 at 11 am for Hotel Ranikhet Grand. When guest reached the hotel guest were told that hotel received only 1 confirmation so they can't give 3 rooms despite showing the confirmation code. Guest asked for refund. Hotel said that ""you should talk to MakeMyTrip as you are required to fill a form for cancellation and refund"". I called MakeMyTrip back and they in turn put me on hold for 45 mins and said they could not do anything about it and could not refund. Guest did not get the room for which they have done the payment. They have to struggle for room in Ranikhet as it's a peak season. Moreover MakeMyTrip did not even care to refund the money. Their customer support staff ** was too rude to talk. Despite putting me on hold for 45 mins she did not refund the money which is a loss from every side for me. Avoid using this pathetic site."
"S of Mumbai, Other"," June 17, 2015",Nightmare with MakeMyTrip.com is a more apt tagline for your company. I had booked Singapore-Malaysia Delight package of 6D/7N. Vide Booking ID: ** and Booking ID: ** for four pax from 29 May'15 to 5 Jun'15. Below are the deficiencies in services promised but not delivered/delivered late for which I demand compensation and apology:
"Shalet of Pembroke Pines, FL"," June 14, 2015","I reserved tickets for travelling from Cochin to Delhi and since I had to cancel my India trip, I called the customer service to cancel my tickets. First girl put me on hold for 20 minutes after requesting a 3 minutes hold and finally it got disconnected. Second girl was even worse. I couldn't even understand what she was saying and after 4 minutes of struggle, she hung up on me. "
"Nitesj of Mumbai, Other"," June 14, 2015",I did not have access to internet and called their tel. numbers to get my flight postponed. I called on 5th June at 3:00 PM to postpone my 19:40 GoAir flight by 2 days. The executive spent the 1st 30 minutes booking my flight for Saturday. When he gave me the final details I sternly specified I wanted to travel on Sunday and then he started the booking process for Sunday. It took him 20 mins. more to figure out the cost. He said the 18:20 flight on Sunday would cost me Rs. 4250 approx. including Rs. 2000 for airline cancellation and some Rs. 250 of MMT cancellation cost. I asked him to go ahead. Again he kept me on hold for 10 mins. and came back saying the cost was now Rs. 8400 odd. Because of him not efficiently postponing and booking the tickets on time I am now forced to pay Rs. 4000 + extra. And he refuses to acknowledge his fault in it. 
"Ganesh of Pune, Other"," June 9, 2015","I was trying to book online ticket on makemytrip.com. At the time of booking they showed me you have to pay 25000. As I entered my bank card details, makemytrip deducted 29700 from my account. Booking date was 5th June 2015. Today 6th june. And today on booking window it is showing same amount for booking is 25000. This is cheated by makemytrip. I want to lodge complaint on makemytrip. So please guide me."
"sakthivel of Erode, Other"," June 5, 2015","Hi, I am Sakthivel. Today I booked air ticket from Doha to Trivandrum from MakeMyTrip. I received mail with id stating ""e-ticket will be mailed after 4 hours"". After 10 hours called toll free of MakeMyTrip. They said, ""Your id is missing. Sorry for inconvenience. Your money will be refunded after 72 hours."" Such worst service."
"Antony of Bangalore, Other"," May 28, 2015","I booked my airline ticket through MakeMyTrip in Sep 2014 from Los Angeles to Bangalore by Qatar Airlines. Journey to start on 9th of August 2015. Suddenly an amendment came informing me that the flight from Los Angeles to Washington IAD has been cancelled. But the remaining linking flights are not affected. (From Washington to Doha and From Doha to Bangalore - not cancelled). I took up the matter with MakeMyTrip explaining them my plight and want to cancel the entire trip ticket. I requested for the full refund amount. They said normally the Qatar Airlines tickets, once cancelled by the passenger full refund is not possible. I pleaded with them. MMT said ""okay we will try our best with the airlines."" The whole matter took about 2 to 3 weeks. "
"Ajit Pal of Wentworthville, Other"," May 28, 2015","I have had a very bad experience with MakeMyTrip. The customer service is unprofessional and unethical. They charged me $78 extra than what they told me and When I called for an explanation, they simply hung up."
"aarti of Gurgaon, Other"," May 28, 2015",Below description may give you some shame that how long your company is taking to revert back:
"Nag of Bangalore, Other"," May 26, 2015",I made two rooms of Hotel booking at Singapore via Make My trip. On reaching the hotel I found that in one of the booking Make My trip local agent made a mistake by giving different guest name and hence Hotel did not provided the second room which made my In-laws to wait until it gets resolved. I made several contacts with the Make My trip agents and I am shocked to see their level of response and responsiveness. They said complaint resolution will take 24 hours in spite of me telling them about the situation. Also they did not bother to take my Singapore number and provide me with the update on the status. 
"Anupa of Mumbai, Other"," May 23, 2015","One of the reasons why I always ended up booking my flight tickets via MakeMyTrip was that it shows up first in the list of google search. I had made a couple of bookings using this site earlier, but never realised how bad their after sales service was because I never had to modify/cancel my bookings. And this time, when I had to change my flight dates due to an emergency, I had the worst nightmare of my life! I had to spend more than 2 and half hours on call just to get the dates changed."
"gaurav of Mumbai, Other"," May 15, 2015","I travelled to Himachal for 8 days through MakeMyTrip... (5th may-12thmay). It was a horrible experience I had ever faced. Their service is very very poor as compared other travel companies. They promise you to give you very good hotels at the time of the booking, and once they receive your payment they degrade your hotels giving an excuse that rooms are not available. Moreover if you face any problem during their trip, their number is always busy. And if by any chance you get connected, they keep you waiting on the call for around 15-20 mins... But still the problem doesn't get solved and they start blaming the customer itself and find nice excuses to defend themselves. I have faced a lot of problems in those 8 days which I cannot type. But after experiencing this kind of a horrible trip I am damn sure that I shall never plan my trip through this company.."
"Subhankar of Abu Dhabi, Other"," May 14, 2015","After going through ""Make My trip"" recommendation on the internet, I had booked a large room at Mango Hotels, Bengaluru for 10th May 2015 for 2 nights. I was traveling with my wife and daughter. The booking along with full payment was done through ""Make My trip"" on 2nd May and they confirmed by email along with the Hotel reservation voucher. They even sent me sms that I do not need to contact the hotel from my side. After an overnight flight from the UAE on reaching the hotel with my family I was shocked that the hotel did know nothing about my reservation. They had no request email from ""Make My trip"". We had to stay in the small lobby with our luggage and call the miserable ""Make My Trip"" guys. Only after that the smallest among the so-called ""large rooms"" was provided to us that too because luckily it was available. I WILL RECOMMEND NEVER TO BOOK A HOTEL THROUGH ""Make My Trip""."
"George of Dubai, Other"," May 11, 2015","I booked a ticket for my daughter (Chennai -> Dubai) with MakeMyTrip.com (Air India) for the first time (and the last time). Nowhere on the ticket did they mention that the passenger required an ""OK to board"" (unlike Indigo) and as a result, she was refused boarding and the ticket had to be cancelled. Spoke to them and they said Air India had to inform me. Air India on the other hand were so insensitive. Their customer support numbers were not reachable and I had to call their office in the US and just wasted my money on the call."
"CUPERTINO of Panaji, Other"," May 10, 2015","MakeMyTrip is cheating by taking payment and then confirming booking has failed. Refund would take 3-14 days and their service centre does not answer calls and keeps you waiting for nearly an hour. And then when you complete the online complaint form, you get a message ""Oops we are facing some difficulties"". But still nobody calls you even though they have a faulty system."
"kinjal of Mumbai, Other"," May 7, 2015","Booking ID: **. I booked a ticket from MAA to BOM 1 from MakeMyTrip and 1 from Goibibo but due to some changes there was a need to change. When I cancelled it from Goibibo I rec'd a refund amount of 2600 and when I cancelled the same from MakeMyTrip they are refunding a amount of 2500 but now they are saying that they will refund only 415 INR. How can there be a huge change in the cancellation amount when booked and cancelled at the same time? This is a very bad experience. They are not refunding the amount which they said they will and after cancellation, they are changing the refund amount. Very bad experience, will surely not use MakeMyTrip again. Goibibo is much better than MakeMyTrip."
"Linoy of Dubai, Other"," May 5, 2015",I had purchased a ticket on 27/04/2015 for travelling with my family from Dubai to Cochin and return. But 3 days before the travel I had to change my return date from 16th May to 21st May. I called them 4 times on 4/5/2015 and each time after a long waiting period they would come up with an answer that you have to pay Dhs 330/person for date change which I agreed. Then they would keep on hold and this time 4 of them had different reasons to avoid the date change. First guy says to call after 1 hour. Second guy kept on hold and disconnected suspiciously. 3rd Lady said there were no seats available for 21/22/23. When I told her that I could see seats available online on their site as well as official site of the airlines she said that she has live update on seats availability. So I asked her does that mean yours and official site of airlines are faking the availability of seats which is a logical doubt and she disconnects. 
"S of Salt Lake City, UT"," April 30, 2015","My husband and I had booked our trips from MakeMyTrip.com in October 2014 for our flights in India and had paid using US dollars. The flight was through Jet Airways and the tickets were fully refundable. Jet airways made several changes to the flight time and therefore we had to cancel which we called to do in January 2015. As per the Jet Airways and MakeMyTrip (MMT) policies, we were eligible to get the entire purchase refunded."
"Yogesh of Paraparaumu, Other"," April 29, 2015","As I booked my mom ticket from Delhi to Wellington via Australia on 6 April 2015, as because they did not guide me properly that I need to apply for transit visa also so that why I cancelled on 4 April and booked a new one. According to MakeMyTrip Refund status, that I should get my refund on 10 April 2015. But today 30/4/2015, I have not got any refund in my account. Moreover their services towards my refunding matter is ** as while I was booking my flight they were really kind, but on refunding time now they are so rude and wasting my approx 160 dollar to call them everyday. They even not give my call to their supervisor and every time put me on 20 mins hold. Moreover, my experience towards MakeMyTrip is pissed me off. I hope they should open some donation box as instead of keep customer refunding money."
"Mukesh of Mumbai, Other"," April 27, 2015","As per conversation I have asked the customer support person about rescheduling of flight and he said, ""Yes in case of reschedule you will get full refund."" When refund money was deducted I have again given a call to customer support and he said, ""The flight was reschedule only for 15 min. so no full refund will be provided."" But at the time of first call no one has said about rescheduling of 15 min will not get full refund. There is only information available about refund money you will get if ""airline give full refund"" and there is no information given in anywhere in your mail about rescheduling of flight. And I also asked for call recording. I need to escalate on higher level. They have not yet provide to me."
"Rajita of East Lansing, MI"," April 23, 2015",They are a travel agency but they treat customers with the least bit of concern. All I wanted was a change of ticket due to change in travel date. It took me nearly 8 hours to get connected. They have inexperienced customer service representatives who kept on hanging up every time when they could not answer. They were rude in their replies. Treated me as if they were doing favor to me. It is not worth spending money and get humiliated by such people who do not care even if you are ready to pay. I finally had to buy a fresh ticket from the airline since they did not help me. I ended up wasting my return ticket back to the United States. Think twice before you make the mistake to call them just because their website shows first in Google search. I will never recommend them to other people.
"praveen of Farmington, MI"," April 22, 2015",I booked the ticket through Make My trip for my wife and kid by Air India from Hyderabad to Chicago. During the trip they were told that they were not provided a meal as they did not choose it. I am not sure if it was a fault with Air India or Make My trip. However the fact they were not told that there is no meal prior to a 15 hour long journey is very very annoying. Thankfully the crew gave them the meal somehow. But while booking the ticket I was not given an option to choose the meal for them.
"siddhraj of Rajkot, Other"," April 21, 2015","I booked a return trip from Rajkot to Goa. After paying through net banking my literary was changed. Call center told me to call later as this was due to system update. Next day they are blaming me for putting wrong timing. Later got a call from them saying they have full details of the log through which booking is done, the details are totally wrong, they tried to bluff me. Any other person who has been cheated by make my trip on or around 19th April please email me on ** as I am trying to build a huge case against these frauds."
"Prashant of Gurgaon, Other"," April 20, 2015","Booking id: **. Booked the ticket for 12 Apr 2015 and at each step for booking showed 12 Apr 2015 date of travel on website BUT when final ticket appeared after making the payment, the date was 21 Apr 2015. We are 100% sure that we selected 12 Apr 2015 as we checked it at all stages of making booking. Makemytrip has not agreed that there is a mistake in their system as their log still showing that we selected 21 Apr 2015 NOT 12 Apr 2015. Beware - there is some fault in the site. Suggestion is that don't use Makemytrip for booking your travel. "
"Mila of Denver, CO"," April 18, 2015","Couldn't change the flight prior 3 month of the flight. Called 10 times in 6 days, talked to rude customer people. They put me on holds for 10-40 minutes, didn't want to tell their names, or tried to tell the name like it was something in their mouth. In addition, they told me different amount penalty fee every time I called them. Lastly suggested to pay 700$ to change my flight, but couldn't promised that I will get my e-ticket. A customer service lady had something in her mouth so she couldn't pronounce the words, connected me with supervisor, I waited for him 30 minutes, and phone call was ended somehow. Guys, what we can do for them? Any ideas? I will call them till now everyday, I will write e-mails. But I think it is not enough, they just sitting there and smile with something in their mouth (Carrot, for example, or banana). Help, help, help."
"Harjinder of Noblesville, IN"," April 18, 2015","I had booked my ticket for my daughter who is studying in Mumbai, but her exams got postponed and I wanted to change travel dates. First I had to hold for 45 minutes and then they said there is no dates available for two months. And when I called airlines, they said they have availability and for changing the dates, they are charging $700 and for cancellation $500. Really frustrated and will never go through MakeMyTrip again."
"P of New Delhi, Other"," April 14, 2015","Never risk your hard-earned money patronizing this company because if your flight is cancelled, they will cheat you out of your refund. These people at MMT Gurgaon office just lie through their teeth and defraud customers of money. Their top boss in Gurgaon clearly embezzle customer funds and use it to line their own pockets. There is a pattern of chronic corruption going on and customer service reps have been trained to keep stalling customers who inquire about status of their refund. The rot goes straight to the top."
"sudheesh of Abudhabi , Other"," April 12, 2015","I have booked the ticket from Bangalore to Dubai, unfortunately I want to cancelled the ticket. I called the Indigo, their information only MakeMyTrip can cancel this because I booked through this hell site. I called the CC, the call directly guided me to IVR something system (cancellation through phone), end of the call I talked one CC executive and he said within 15 days cash will back, and I got some sms also to my mobile. After 15 days amount is not credited. When I called they said ticket not cancelled and can't refund the amount, IVR ** system not cancelled etc., etc. ** reason. If this kind of prob then why that system. MakeMyTrip is ** ass site. Pls don't book anything through this, I lost my 13k."
"Brij of Pune, MB"," April 9, 2015","Misguided booking date and fare rules. I selected journey date as 12-Dec-2014 while booking my air ticket from Ranchi to Pune and ticket was showing as refundable. But when payment was made the journey date was showing as 1-may-2015 and ticket as non-refundable. This was really ridiculous. We don't know what to do, as MakeMyTrip won't agree with say."
"Amarnath of Bangalore, Other"," April 8, 2015","Hi. I made a booking for 1-DEC-2014 from Ahmedabad to Bangalore and the amount is Rs 6525/- (connecting flight): Booking ID - **, Ahmedabad to Mumbai -- flight no. 9W-7023, Mumbai to Bangalore -- flight no. 9W-411. I received a booking confirmation and e-ticket before reaching the travel time. But when I reached airport, I was shocked that only one ticket is confirmed out of two (Ahmedabad to Mumbai is confirmed). When I called the customer support they said 9W-411 flight was cancelled and it is non-operational (After checking with the respective airline I came to know that flight was operational)."
"Rohit of Rajnandgaon, Other"," April 3, 2015","I booked a honeymoon package to jammu and kashmir. (Booking ID- **). I faced the following inconveniences: Nobody came to pick me up at the station. My package provided for AC Taxi, I got Non-AC; Due to the reason that nobody came to pick me up, I had to stay at jammu at my own cost. The bill of the same was forwarded to the company for claim."
"Ezhil  of Bristol, Other"," March 28, 2015","I have booked Malaysian Trip for my parents and before the trip my grandpa died and I need to cancel the trip. MakeMyTrip told me that they would refund the entire amount but refunded only a partial amount and didn't respond to pay the remaining amount. Over two months of conversation with them, still no complete refund yet. Very frustrating as you call the customer care, they keep on transferring you to different department and finally no one will answer your query. You will always get a response that someone will call you back but they never called me back anytime....."
"sukhi of Tampa, FL"," March 27, 2015",I have booked my ticket of my domestic travel in India. I have book tickets from USA. When I tried to book online it didn't allowed me. I called and after 20 min I got customer care response. Again after 30 mins long wait he was able to book my flight but wait when I checked my credit card statement I was shocked. I was charged e times for the same ticket. Again I called customer care. Instead of accepting their mistake they asked credit card statement. After the discussion they said I will get my money back soon but I am still waiting.
"iliyas of Hyderabad , Other"," March 21, 2015","I booked an air ticket from MakeMyTrip on January 8, 2015. I cancelled my ticket before 24 hours of flight departure. They said the amount will be refund in 15 days. Till date I am waiting for my refund. Whenever I call them they say it is in the process. Sometimes they say it will be no refund because of customer no show and they hang up the call for hours. They make a new story every time I call them. I am having a bitter experience with MakeMyTrip. I hope I will get my refund soon."
"venkata  of Visakapatnam, Other"," March 20, 2015","I booked my flight tickets with booking ID **. After I transferred amount, my tickets were not booked and not at least informed me till 3 days. Now it has been a month passed still I didn't receive my money. Even they are not responding to my mails. Every time I call them they are telling different story."
"Shourav of Manipal, Other"," March 19, 2015",I booked an International Holiday Package. Unfortunately was not able to go because I had to submit my passport for official VISA processing. I sent the email for cancellation and have not received the refund or the status of refund is not known. The executive Mr. Vishal Bhanwal never reply to email. Please help. Its a very big amount. MakeMyTrip BookingID: **
"samik of Parsippany, NJ"," March 18, 2015","We had bought three tickets to go to India from Makemytrip.com and they charged us the money but were not able to provide us with the tickets. I do not mean to exaggerate but my sister and my dad were on the phone with them for hours at a time for days. They just kept telling us to wait and they will take care of everything but nothing got done. They were eager to take the money but when it came to providing the service, they just kept coming up with new excuses. We bought our tickets through them at $910 per ticket, the next day Air India raised their prices but we had agreed to pay the initial price. They already processed the fee and charged it on our credit card but when it came to delivering the tickets, they said that we don't have any booking with Air India and they don't have any answers."
"rishabh of Amritsar, Other"," March 17, 2015","MakeMyTrip has shown us completely that the feeling of the regret one would feel when booked through your travelling agency. You are undoubtedly the most, most...worst tour planner we have ever experienced. Firstly when we reached Dubai the first bump we received was that we came to know our tour planner had completely dumped us. As ensured by him just a night before the trip that all our documents were complete was a total lie. The tour was completely missing the sightseeing package details and also no reference ID of our actual Gulliver's travel sightseeing planner was not mentioned - no name of tour guide, no contact details...nothing. We were ensured that the trio pack word itself included all our sightseeing details but it was a cheating. We were told that we had three packages booked for our tour-Dubai cruise, city tour and desert safari. "
"Neil of Pune, Other"," March 16, 2015","I booked a ticket for a flight from Bangkok to Denpasar for the 12th of March Airasia, the money went out from my HDFC account but no ticket was issued. I immediately informed Makemytrip on email. I was replied by **, she needed further information which I sent immediately. I get a out of office reply immediately and till date no correspondence except complaint no **. I have written countless emails but no replies. Now, is this a fraud or what... never had a problem booking with them... How should I go about to recover my money?"
"Pushkar of Singapore, Other"," March 16, 2015","One of the biggest mistake I did was to use MakeMyTrip.com to book my tickets. I cancelled my ticket from New Delhi to Patna using Indigo Airlines on 11th January, got notification from MakeMyTrip on 18th January that it is confirmed. They even deducted their cancellation fees from me by 29th January, Rs3500. Since then, my account says amount of Rs13942. They refunded only amount Rs1640 around. I have been calling them since then, everytime they say within 5 working days they will fix the issue. It's 3 months now. Every time, new customer care people picks up call and I have to explain everything once again. I live in Singapore, and every conversation takes 30-40 mins, including waiting time on hold for more than 20 mins. If I call the office here in Singapore, they say to contact India office."
"Aruna of Bangalore, Other"," March 14, 2015","I have booked a ticket on 25th March and want to change to 23rd March through MMT. I call them and was transferred after mins of holding and then after explaining the ""Travel Specialist"" can't explain how he arrived at the fare difference amount and disconnects. I call them repeatedly for next 3 hours and every time I connect need to go through the ordeal of explaining and then the amount is unexplained. The airline charges for change of date is 1500 but MMT says 2000?? Why should I pay 500 extra? And when I lodge a complaint on their website and nothing so far."
"akash of Faridabad, Other"," March 8, 2015","This is reference to my cancelled tickets from Chandigarh to Mumbai on dated 10th jan 2014, MakeMyTrip Booking ID **. Booking is done through Makemytrip.com, but yet not received the refund amount. I've already spoken to SpiceJet Airlines. They've already refunded the amount to you all. In spite so many calls, repeated messages and emails, there is no response from your end. Kindly treat this matter on a priority basis. Kindly do the refund at the earliest."
"SAEED of Nablus, Other"," March 5, 2015","On Monday, 16 February 2015, I did one of the biggest mistakes in my life, and I booked a flight through MakeMyTrip.com. I've received the electronic ticket successfully within 20 minutes after making the payment by my credit card. Then, at midnight I checked my email and found a new message from one of the company's representatives called **, asking me to provide a photocopy of the credit card (backside and front side) and a photo ID of me. I replied and sent him the front side and informed him that the next day I'll send the backside and my photo ID because I don't have them right now. The second day, I finished my work and went to my office and sent the rest documents and asked him if everything is ok, but he didn't reply. I checked the booking with Air France, and they informed me that the booking has been cancelled completely (without any notification)! "
"Vishwanath of Kokkarne, Other"," March 2, 2015","The customer service offered by MakeMyTrip is far below standard compared to other like agencies. Had undergone a bitter experience like not getting in time response to repeated mails and directing the passenger to do the cancellation quoting budget airline. At the worst of all, if called on toll-free, keeping it ringing for long period and later putting on hold for some pretext. If it's a fresh booking call, are attended at the first ring itself. Customer care supervisor intervention when sought always declined, and calls getting disconnected rudely. As the higher management is incapable of taking care of happenings at various offices for the reason grown too big for economy/budget passengers, this is a heads up to fellow members to think of an alternative before opting for MakeMyTrip."
"suyash of Essex, MD"," Feb. 24, 2015","It is a scam (type of) company. They did provide me the ticket but they also double charged my Paypal account. When I saw the disparency, I contacted them via Paypal but they did not respond. Eventually I escalated the issue as Paypal claim. Paypal denied twice to refund the money because air ticket was ""intangible"". It was my second time buying ticket with them, first experience was normal but second time they manage to rip me off. So, if you happen to get double charged mistakenly, YOUR MONEY WILL BE GONE FOR GOOD. Paypal transaction number: **"
"Vipin of Gurgaon, Other"," Feb. 23, 2015",We have taken a plan for Sikkim 7 day 6 nights. Following are the problem:
